ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001172661-23-003771	30-SEP-2023	N							Paragon Private Wealth Management, LLC	300 W. Vine Street, Suite 2201		Lexington	KY	40507	13F HOLDINGS REPORT	028-22430	000312817	801-120682	N	
0001172661-23-003770	30-SEP-2023	N							Granger Management LLC	17 State Street		New York	NY	10004	13F HOLDINGS REPORT	028-20614	000168096	801-79051	N	
0001172661-23-003769	30-SEP-2023	N							Bridgewater Associates, LP	One Nyala Farms Road		Westport	CT	06880	13F HOLDINGS REPORT	028-11794	000105129	801-35875	N	
0001420506-23-001995	30-SEP-2023	N							Ground Swell Capital, LLC	PO BOX 46		FOLLY BEACH	SC	29439	13F HOLDINGS REPORT	028-16253			N	
0001632965-23-000005	30-SEP-2023								Private Advisory Group LLC	16880 NE 79TH STREET		REDMOND	WA	98052	13F HOLDINGS REPORT	028-16601	000170043	801-79100	N	
0001172661-23-003768	30-SEP-2023	N							Daventry Group, LP	655 Third Avenue	21st Floor	New York	NY	10017	13F HOLDINGS REPORT	028-21960	000306533	801-119485	N	
0000950123-23-010085	30-SEP-2023	N							Kiltearn Partners LLP	Exchange Place 3, 3 Semple Street		Edinburgh	X0	EH3 8BL	13F HOLDINGS REPORT	028-15836	000158789	801-72673	N	
0000860748-23-000191	30-SEP-2023	N							KEMPER Corp	200 E. RANDOLPH ST.	SUITE 3300	CHICAGO	IL	60601	13F COMBINATION REPORT	028-02715			N	
0001765380-23-000231	30-SEP-2023								KICKSTAND VENTURES, LLC.	1250 PITTSFORD VICTOR RD.	BLDG. 200, SUITE 290	PITTSFORD	NY	14534	13F HOLDINGS REPORT	028-23434			N	
0001426859-23-000012	30-SEP-2023	N							Ruffer LLP	80 Victoria Street		London	X0	SW1E 5JL	13F HOLDINGS REPORT	028-12772	000309733	801-122307	N	
0000950123-23-010084	30-SEP-2023	N							SCHULHOFF & CO INC	9370 MAIN ST.	SUITE D	CINCINNATI	OH	45242	13F HOLDINGS REPORT	028-04833	000105264		N	
0001172661-23-003767	30-SEP-2023	N							Blacksheep Fund Management Ltd	Rock House, Main Street	Blackrock	Co. Dublin	L2	A94 YY39	13F HOLDINGS REPORT	028-19950	000300648	802-114881	N	
0001306550-23-010366	30-SEP-2023								TENNENBAUM CAPITAL PARTNERS LLC	2951 28TH STREET	SUITE 1000	SANTA MONICA	CA	90405	13F NOTICE	028-11240			N	
0001462390-23-000038	30-SEP-2023								Minerva Advisors LLC	50 MONUMENT ROAD	SUITE 201	BALA CYNWYD	PA	19004	13F HOLDINGS REPORT	028-14665			Y	"In the Information Table, shares reported as ""SOLE"" under Column 6 and Column 8 are held by Minerva Group, LP, a private fund managed by Minerva Advisors LLC. Shares reported as ""OTR"" under Column 6 and ""SHARED"" under Column 8 relate to managed accounts for which Minerva Advisors LLC is the investment advisor."
0001306550-23-010365	30-SEP-2023								Ishares(DE) InvAG mit Teilgesellschaftsvermogen	40 EAST 52ND STREET		NEW YORK	NY	10055	13F NOTICE	028-14240			N	
0001172661-23-003766	30-SEP-2023	N							Independent Franchise Partners LLP	Level 1	10 Portman Square	London	X0	W1H6AZ	13F HOLDINGS REPORT	028-13829	000150108	801-70126	N	
0001172661-23-003765	30-SEP-2023	N							Gouws Capital LLC	15720 Brixham Hill Avenue	Suite 300	Charlotte	NC	28277	13F HOLDINGS REPORT	028-21582	000153812	801-122419	N	
0001214717-23-000020	30-SEP-2023								GEODE CAPITAL MANAGEMENT, LLC	100 SUMMER STREET	12TH FLOOR	BOSTON	MA	02110	13F HOLDINGS REPORT	028-10386	000115504	801-61117	N	
0001386252-23-000002	30-SEP-2023								Empire Financial Management Company, LLC	29 BROADWAY 12TH FLOOR		NEW YORK	NY	10006	13F HOLDINGS REPORT	028-23184			N	
0001315478-23-000048	30-SEP-2023								Champlain Investment Partners, LLC	180 BATTERY STREET, SUITE 400		BURLINGTON	VT	05401	13F HOLDINGS REPORT	028-11057	000132474	801-63424	N	
0001306550-23-010364	30-SEP-2023								Global Energy & Power Infrastructure II Advisors, LLC	2711 CENTERVILLE ROAD	SUITE 400	WILMINGTON	DE	19801	13F NOTICE	028-22320			N	
0001839851-23-000005	30-SEP-2023								IVY LANE CAPITAL MANAGEMENT, LLC	231 W. KINGS WAY	STE. 200	WINTER PARK	FL	32789	13F HOLDINGS REPORT	028-20784			N	
0001172661-23-003764	30-SEP-2023	N							Stamos Capital Partners, L.P.	2498 Sand Hill Road		Menlo Park	CA	94025	13F HOLDINGS REPORT	028-19230	000134660	801-64360	N	
0001740837-23-000010	30-SEP-2023								AltraVue Capital, LLC	11747 NE 1ST STREET	SUITE 205	BELLEVUE	WA	98005	13F COMBINATION REPORT	028-19044	000283260	801-113312	N	
0001398344-23-020479	30-SEP-2023	N							MEEDER ASSET MANAGEMENT INC	6125 MEMORIAL DRIVE		DUBLIN	OH	43017	13F HOLDINGS REPORT	028-01512	000105794	801-9839	N	
0001995674-23-000010	30-SEP-2023								Chandler Asset Management, Inc.	6225 LUSK BOULEVARD		SAN DIEGO	CA	92121	13F HOLDINGS REPORT	028-20298	000107287	801-44378	N	
0001994220-23-000001	30-SEP-2023								BROGAN FINANCIAL, INC.	8351 E. WALKER SPRINGS LANE	SUITE 101	KNOXVILLE	TN	37923	13F HOLDINGS REPORT	028-23085	000133623		N	
0001306550-23-010363	30-SEP-2023								FutureAdvisor, Inc.	400 HOWARD STREET	SECOND FLOOR	SAN FRANCISCO	CA	94105	13F NOTICE	028-16584			N	
0001172661-23-003763	30-SEP-2023	N							WESCAP Management Group, Inc.	330 N. Brand Boulevard	Suite 850	Glendale	CA	91203	13F HOLDINGS REPORT	028-17387	000104759	801-32095	N	
0000919574-23-006059	30-SEP-2023	N							Tekne Capital Management, LLC	509 Madison Avenue	Suite 714	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-16076	000164648	801-76834	N	
0001172661-23-003762	30-SEP-2023	N							OAKTOP CAPITAL MANAGEMENT II, L.P.	One Main Street, Suite 202		Chatham	NJ	07928	13F HOLDINGS REPORT	028-14989	000161896	801-74616	N	
0001306550-23-010362	30-SEP-2023								BlackRock Life Ltd	40 EAST 52ND STREET		NEW YORK	NY	10055	13F NOTICE	028-14948			N	
0001954242-23-000004	30-SEP-2023								Ethos Financial Group, LLC	2200 RENAISSANCE BOULEVARD	SUITE 350	KING OF PRUSSIA	PA	19406	13F HOLDINGS REPORT	028-22870	000032174	028-22870	N	
0001306550-23-010361	30-SEP-2023								BlackRock Japan Co. Ltd	MARUNOUCHI TRUST TOWER MAIN	1-8-3 MARUNOUCHI CHIYODA-KU	TOKYO	M0	100-8217	13F NOTICE	028-04109			N	
0001221073-23-000084	30-SEP-2023	N							Financial Partners Group, LLC	607 COMMONS DRIVE		GALLATIN	TN	37066	13F HOLDINGS REPORT	028-22883	000165856	801-77574	N	
0001725547-23-001970	30-SEP-2023	N							GFG Capital, LLC	701 BRICKELL AVENUE, SUITE 1400		MIAMI	FL	33131	13F HOLDINGS REPORT	028-19809	000128059	801-62274	N	
0001013594-23-000908	30-SEP-2023	N							CORSAIR CAPITAL MANAGEMENT, L.P.	366 MADISON AVENUE	12TH FLOOR	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-10823	000157029	801-73636	N	
0001731169-23-000005	30-SEP-2023								Financial Partners Group, Inc	10925 ANTIOCH STE 100		OVERLAND PARK	KS	66210	13F HOLDINGS REPORT	028-18605			N	
0001221073-23-000083	30-SEP-2023	N							Barry Investment Advisors, LLC	128 UNION STREET, SUITE 507		NEW BEDFORD	MA	02740	13F HOLDINGS REPORT	028-16426	000144955	801-68447	N	
0001104659-23-116944	30-SEP-2023	N							Citizens & Northern Bank	90-92 Main Street		Wellsboro	PA	16901	13F NOTICE	028-14473			N	
0001221073-23-000082	30-SEP-2023	N							Moran Wealth Management, LLC	5801 PELICAN BAY BLVD	SUITE 110	NAPLES	FL	34108	13F HOLDINGS REPORT	028-22945	000319208	801-123682	N	
0001221073-23-000081	30-SEP-2023	N							Strategic Family Wealth Counselors, L.L.C.	100 PASSAIC AVENUE		FAIRFIELD	NJ	07004	13F HOLDINGS REPORT	028-18970			N	
0001172661-23-003761	30-SEP-2023	N							EVOKE WEALTH, LLC	10635 Santa Monica Boulevard	Suite 240	Los Angeles	CA	90025	13F HOLDINGS REPORT	028-19615	000300856	801-115290	N	
0001725547-23-001969	30-SEP-2023	N							CORNERSTONE PARTNERS CAPITAL MANAGEMENT, LLC	675 PETER JEFFERSON PARKWAY	SUITE 400	CHARLOTTESVILLE	VA	22911	13F HOLDINGS REPORT	028-20905	000311296	801-119827	N	
0001104659-23-116942	30-SEP-2023	N							CITIZENS & NORTHERN CORP	90-92 Main St		Wellsboro	PA	16901	13F HOLDINGS REPORT	028-14195			N	
0001306550-23-010360	30-SEP-2023								BlackRock Investment Management, LLC	100 BELLEVUE PARKWAY		WILMINGTON	DE	19809	13F NOTICE	028-12016			N	
0001800135-23-000004	30-SEP-2023								PYA Waltman Capital, LLC	1402 EBENEZER RD		KNOXVILLE	TN	37922	13F HOLDINGS REPORT	028-19970			N	
0001771944-23-000006	30-SEP-2023								Boundary Creek Advisors LP	100 PARK AVENUE, 35TH FLOOR		NEW YORK	NY	10017	13F HOLDINGS REPORT	028-21201	000300768	801-115208	N	
0001567619-23-007692	30-SEP-2023								Credit Suisse (Italy) S.p.a.	VIA SANTA MARGHERITA, 3		MILAN	L6	20121	13F NOTICE	028-13035			N	
0001725547-23-001968	30-SEP-2023	N							CAPSTONE INVESTMENT ADVISORS, LLC	7 WORLD TRADE CENTER	250 GREENWICH STREET, 32ND FLOOR	NEW YORK	NY	10007	13F HOLDINGS REPORT	028-13005	000155563	801-73004	N	
0001306550-23-010359	30-SEP-2023								BlackRock Investment Management (UK) Ltd.	800 SCUDDERS MILL ROAD		PLAINSBORO	NJ	08536	13F NOTICE	028-12194			N	
0001567619-23-007691	30-SEP-2023								CREDIT SUISSE CAPITAL LLC/	ELEVEN MADISON AVENUE		NEW YORK	NY	10010	13F NOTICE	028-11477			N	
0000902664-23-005461	30-SEP-2023	N							COMPOSITE CAPITAL MANAGEMENT (HK) Ltd	17 FLOOR, SHANGHAI COMMERCIAL BANK TOWER	12 QUEEN'S ROAD CENTRAL	HONG KONG	K3	00000	13F HOLDINGS REPORT	028-19943	000284500	802-108141	N	
0001629984-23-000006	30-SEP-2023								Crescent Park Management, L.P.	1950 UNIVERSITY AVENUE, SUITE 204		EAST PALO ALTO	CA	94303	13F HOLDINGS REPORT	028-16550	000172326	801-80242	N	
0000072971-23-000186	30-SEP-2023								WELLS FARGO & COMPANY/MN	420 MONTGOMERY STREET		SAN FRANCISCO	CA	94163	13F HOLDINGS REPORT	028-00165			N	
0001567619-23-007690	30-SEP-2023								CREDIT SUISSE SECURITIES (USA) LLC	ELEVEN MADISON AVENUE		NEW YORK CITY	NY	10010-3629	13F NOTICE	028-11380			N	
0001013594-23-000907	30-SEP-2023	N							DCF Advisers, LLC	73 ARCH STREET		GREENWICH	CT	06830	13F HOLDINGS REPORT	028-19889			N	
0001420506-23-001993	30-SEP-2023	N							BOULDER HILL CAPITAL MANAGEMENT LP	888 SEVENTH AVENUE		NEW YORK	NY	10106	13F HOLDINGS REPORT	028-21731			N	
0001450701-23-000006	30-SEP-2023								THOMA BRAVO, L.P.	110 N. WACKER DRIVE, 32ND FLOOR		CHICAGO	IL	60606	13F HOLDINGS REPORT	028-19158			N	
0001306550-23-010358	30-SEP-2023								BlackRock Investment Management (Taiwan) Ltd	40 EAST 52ND STREET		NEW YORK	NY	10055	13F NOTICE	028-14241			N	
0001567619-23-007689	30-SEP-2023								Credit Suisse Funds AG	SIHLCITY	KALANDERGASSE 4	ZURICH	V8	8045	13F NOTICE	028-14785			N	
0000950123-23-010078	30-SEP-2023	N							M&G INVESTMENT MANAGEMENT LTD	10 Fenchurch Avenue		London	X0	EC3M 5AG	13F HOLDINGS REPORT	028-03513			Y	Form 13F File Number: 028-03513
0001214717-23-000019	30-SEP-2023								GEODE CAPITAL HOLDINGS LLC	100 SUMMER STREET	12TH FLOOR	BOSTON	MA	02110	13F NOTICE	028-10533			N	
0000950123-23-010077	30-SEP-2023	N							Tree Line Advisors (Hong Kong) Ltd.	SUITE 1707, TWO EXCHANGE SQUARE	8 CONNAUGHT PLACE	CENTRAL	K3	000	13F HOLDINGS REPORT	028-19032	000140648	801-66781	N	
0001376474-23-000483	30-SEP-2023								New Millennium Group LLC	10050 SOUTH STATE STREET		SANDY	UT	84070	13F HOLDINGS REPORT	028-21967			N	
0001567619-23-007688	30-SEP-2023								Credit Suisse Securities (Canada), Inc.	ONE FIRST CANADIAN PLACE	SUITE 3000	TORONTO	A6	M5Z1C9	13F NOTICE	028-13203			N	
0001451623-23-000004	30-SEP-2023								BENJAMIN EDWARDS INC	ONE NORTH BRENTWOOD BOULEVARD	SUITE 850	Clayton	MO	63105	13F COMBINATION REPORT	028-19533			N	
0001306550-23-010357	30-SEP-2023								BlackRock Investment Management (Australia) Ltd	100 BELLEVUE PARKWAY		WILMINGTON	DE	19809	13F NOTICE	028-13496			N	
0001567619-23-007687	30-SEP-2023								CREDIT SUISSE HEDGING-GRIFFO SERVICOS INTERNACIONAIS S.A.	AV. PRES. JUSCELINO KUBITSCHEK, 1830	TORRE IV, 7 ANDAR	SAO PAULO	D5	04543-900	13F NOTICE	028-13460			N	
0001567619-23-007686	30-SEP-2023								Credit Suisse Fund Management S.A.	5 RUE JEAN MONNET		LUXEMBOURG	N4	2180	13F NOTICE	028-14783			N	
0001172661-23-003760	30-SEP-2023	N							Dalton Investments LLC	1601 Cloverfield Blvd.	Suite 5050 N	Santa Monica	CA	90404	13F HOLDINGS REPORT	028-12151	000308609	801-121986	N	
0001306550-23-010356	30-SEP-2023								BlackRock Internationl, Ltd.	800 SCUDDERS MILL ROAD		PLAINSBORO	NJ	08536	13F NOTICE	028-12736			N	
0001567619-23-007685	30-SEP-2023								MultiConcept Fund Management S.A.	5 RUE JEAN MONNET		LUXEMBOURG	N4	2180	13F NOTICE	028-14772			N	
0001085146-23-004250	30-SEP-2023	N							SHENKMAN CAPITAL MANAGEMENT INC	151 WEST 42ND STREET	29TH FLOOR	NEW YORK	NY	10036	13F HOLDINGS REPORT	028-10621	000112192	801-25180	N	
0001821268-23-000206	30-SEP-2023	N							Black Creek Investment Management Inc.	123 Front Street West	Suite 1200	Toronto	A6	M5J 2M2	13F HOLDINGS REPORT	028-15603	000161344	801-74333	N	
0001034541-23-000005	30-SEP-2023								TIMUCUAN ASSET MANAGEMENT INC/FL	PO BOX 52898		JACKSONVILLE	FL	32201	13F HOLDINGS REPORT	028-06184			N	
0001986042-23-000024	30-SEP-2023								PACES FERRY WEALTH ADVISORS, LLC	2849 PACES FERRY ROAD SE		ATLANTA	GA	30318	13F HOLDINGS REPORT	028-20415	000300057	801-114559	N	
0001728866-23-000004	30-SEP-2023								Smart Money Group LLC	PO BOX 904		EASTLAND	TX	76448	13F HOLDINGS REPORT	028-18631			N	
0001589176-23-000012	30-SEP-2023								SPX Gestao de Recursos Ltda	RUA HUMAITA, 275, 6 ANDAR	HUMAITA	RIO DE JANEIRO	D5	22261000	13F HOLDINGS REPORT	028-18920			N	
0001445065-23-000014	30-SEP-2023								BENJAMIN F. EDWARDS & COMPANY, INC.	ONE NORTH BRENTWOOD BLVD, SUITE 850		ST. LOUIS	MO	63105	13F HOLDINGS REPORT	028-15560			N	
0001306550-23-010355	30-SEP-2023								BlackRock Institutional Trust Company, N.A.	400 HOWARD STREET		SAN FRANCISCO	CA	94105	13F NOTICE	028-03946			N	
0001567619-23-007684	30-SEP-2023								CREDIT SUISSE INTERNATIONAL	ONE CABOT SQUARE		LONDON	X0	E14 4QJ	13F NOTICE	028-11516			N	
0001356513-23-000005	30-SEP-2023								Westwood Global Investments, LLC	ONE FINANCIAL CENTER	SUITE 1620	BOSTON	MA	02111	13F HOLDINGS REPORT	028-11863			N	
0001104659-23-116936	30-SEP-2023	N							Atlas Venture Fund VIII, L.P.	56 Wareham Street, Floor 3		Boston	MA	02118	13F NOTICE	028-21502			N	
0001306550-23-010354	30-SEP-2023								BlackRock Group LTD	12 THROGMORTON AVE		LONDON	X0	EC2N 2DL	13F NOTICE	028-05116			N	
0001567619-23-007683	30-SEP-2023								CREDIT SUISSE ASSET MANAGEMENT LLC/NY	CREDIT SUISSE ASSET MANAGEMENT, LLC	ONE MADISON AVENUE	NEW YORK	NY	10010	13F NOTICE	028-03702			N	
0001765380-23-000230	30-SEP-2023								COMPASS FINANCIAL ADVISORS LLC	9933 DUPONT CIRCLE DRIVE WEST	SUITE 100	FORT WAYNE	IN	46825	13F HOLDINGS REPORT	028-22327			N	
0001306550-23-010353	30-SEP-2023								BlackRock Fund Managers Ltd.	800 SCUDDERS MILL ROAD		PLAINSBORO	NJ	08536	13F NOTICE	028-12195			N	
0001863523-23-000005	30-SEP-2023								NSI Retail Advisors, LLC	ONE GATEWAY CENTER, 8TH FLOOR	SUITE 800	PITTSBURGH	PA	15222	13F HOLDINGS REPORT	028-21352			N	
0000950123-23-010072	30-SEP-2023	N							Eng Kevin D	c/o Columbus Hill Capital Management	51 John F Kennedy Parkway, Suite 220	Short Hills	NJ	07078	13F NOTICE	028-12247	002377644		N	
0000898432-23-000775	30-SEP-2023	N							Strategic Income Management, LLC	1200 WESTLAKE AVE N	SUITE 713	SEATTLE	WA	98109	13F HOLDINGS REPORT	028-16390			N	
0000060086-23-000181	30-SEP-2023	N							Loews Corp	9 West 57th Street		New York	NY	10019-2714	13F COMBINATION REPORT	028-00217			Y	Loews Corporation (Loews), by virtue of its approximately 91.7% ownership of voting securities of CNA Financial Corporation (as of 9/30/2023) whose business address is 151 North Franklin Street, Chicago, Illinois 60606 (CNA), may be deemed to have investment discretion regarding certain securities (the CNA Securities) as to which investment discretion is deemed to be exercised by CNA. CNA is reporting on behalf of Loews regarding the CNA Securities.
0001306550-23-010352	30-SEP-2023								BLACKROCK FUND MANAGEMENT CO. S.A.	40 EAST 52ND STREET		NEW YORK	NY	10022	13F NOTICE	028-15054			N	
0001935000-23-000004	30-SEP-2023								TRANSATLANTIQUE PRIVATE WEALTH LLC	520 MADISON AVENUE	37TH FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-22581			N	
0000950123-23-010070	30-SEP-2023	N							Columbus Hill Capital Management, L.P.	51 JOHN F KENNEDY PARKWAY	SUITE 220	SHORT HILLS	NJ	07078	13F HOLDINGS REPORT	028-12244	000158336	801-73277	N	
0001104659-23-116930	30-SEP-2023	N							Atlas Venture Associates VIII, L.P.	56 Wareham Street, Floor 3		Boston	MA	02118	13F NOTICE	028-21501			N	
0001306550-23-010351	30-SEP-2023								BlackRock Fund Advisors	400 HOWARD STREET		SAN FRANCISCO	CA	94105	13F NOTICE	028-13359			N	
0001995674-23-000009	30-SEP-2023								OLYMPUS WEALTH MANAGEMENT, LLC	6985 UNION PARK CENTER	SUITE 435	COTTONWOOD HEIGHTS	UT	84047	13F HOLDINGS REPORT	028-23433	000173715	801-80761	N	
0001877521-23-000012	30-SEP-2023								Exos Asset Management LLC	1370 BROADWAY	SUITE 1450	NEW YORK	NY	10018	13F NOTICE	028-20877			N	
0001979372-23-000003	30-SEP-2023	Y	1	RESTATEMENT					ORG Partners LLC	13548 ZUBRICK RD		ROANOKE	IN	46783	13F HOLDINGS REPORT	028-23285			N	
0001848809-23-000004	30-SEP-2023								Velan Capital Investment Management LP	1055B Powers Place		Alpharetta	GA	30009	13F HOLDINGS REPORT	028-21996	000310732	801-120171	N	
0001306550-23-010350	30-SEP-2023								BLACKROCK FINANCIAL MANAGEMENT INC/DE	100 BELLEVUE PARKWAY		WILMINGTON	DE	19809	13F NOTICE	028-04293			N	
0001172661-23-003759	30-SEP-2023	N							Newfoundland Capital Management	Rua Dr. Renato Paes De Barros, 778	Conjunto 11	Sao Paulo	D5	04530-001	13F HOLDINGS REPORT	028-17718	000168646	801-79548	N	
0000950123-23-010066	30-SEP-2023	N							CHC Partners, L.L.C.	c/o Columbus Hill Capital Management	51 John F Kennedy Parkway, Suite 220	Short Hills	NJ	07078	13F NOTICE	028-12245			N	
0001863523-23-000004	30-SEP-2023								CSM Advisors, LLC	420 FORT DUQUESNE BLVD	SUITE 800	PITTSBURGH	PA	15222-1435	13F HOLDINGS REPORT	028-21264			N	
0001104659-23-116923	30-SEP-2023	N							BROWN BROTHERS HARRIMAN & CO	140 Broadway		New York	NY	10005-1101	13F COMBINATION REPORT	028-00408			N	
0001909567-23-000004	30-SEP-2023								NEIRG Wealth Management, LLC	231 SUTTON STREET	SUITE 2A/2B	NORTH ANDOVER	MA	01845	13F HOLDINGS REPORT	028-21635			N	
0001104659-23-116922	30-SEP-2023	N							Atlas Venture Associates VIII, Inc.	56 Wareham Street, Floor 3		Boston	MA	02118	13F NOTICE	028-21503			N	
0000898417-23-000010	30-SEP-2023								PPM AMERICA INC/IL	225 W WACKER DR	SUITE 1200	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-03586	000107269	801-40783	N	
0000024011-23-000009	30-SEP-2023	N							CONTINENTAL CORP	151 N. FRANKLIN		CHICAGO	IL	60606	13F NOTICE	028-00172			N	
0001306550-23-010349	30-SEP-2023								BLACKROCK CAPITAL MANAGEMENT INC	800 SCUDDERS MILL ROAD		PLAINSBORO	NJ	08536	13F NOTICE	028-10210			N	
0001140361-23-052772	30-SEP-2023	N							Fiduciary Trust Co of New England	1155 Elm Street		Manchester	NH	03101	13F NOTICE	028-17953			N	
0001104659-23-116915	30-SEP-2023	N							Crosby Advisors LLC	11 KEEWAYDIN DRIVE, SUITE 300		SALEM	NH	03079	13F NOTICE	028-15642			N	
0000023997-23-000009	30-SEP-2023	N							CONTINENTAL CASUALTY CO	CNA	151 N. FRANKLIN	CHICAGO	IL	60606	13F NOTICE	028-00387			N	
0001039807-23-000008	30-SEP-2023								BOSTON FAMILY OFFICE LLC	88 BROAD STREET		BOSTON	MA	02110	13F HOLDINGS REPORT	028-06344			N	
0001306550-23-010348	30-SEP-2023								BlackRock Capital Investment Advisors, LLC	100 BELLEVUE PARKWAY		WILMINGTON	DE	09809	13F NOTICE	028-19078			N	
0001104659-23-116913	30-SEP-2023	N							Atlas Venture Associates IX, LLC	56 Wareham Street, Floor 3		Boston	MA	02118	13F HOLDINGS REPORT	028-17686			N	
0001694127-23-000004	30-SEP-2023								LFL Advisers, LLC	1560 SHERMAN AVENUE, STE 530		EVANSTON	IL	60201	13F HOLDINGS REPORT	028-17640	000163963	801-107937	N	
0001036248-23-000005	30-SEP-2023								QUEST INVESTMENT MANAGEMENT LLC	5335 MEADOWS ROAD, SUITE 400		LAKE OSWEGO	OR	97035	13F HOLDINGS REPORT	028-06280			N	
0000764532-23-000008	30-SEP-2023								FIDUCIARY MANAGEMENT INC /WI/	790 N. WATER STREET	SUITE 2100	MILWAUKEE	WI	53202	13F HOLDINGS REPORT	028-01526	000109149	801-15164	N	
0000945621-23-000554	30-SEP-2023	N							Carmignac Gestion	24 PLACE VENDOME		PARIS	I0	75001	13F HOLDINGS REPORT	028-15450			N	
0000072971-23-000184	30-SEP-2023								Wells Fargo Central Pacific Holdings, Inc.	420 MONTGOMERY STREET	MAC: A0101-108	SAN FRANCISCO	CA	94104-1207	13F NOTICE	028-22075			N	
0000313028-23-000038	30-SEP-2023								BARROW HANLEY MEWHINNEY & STRAUSS LLC	2200 ROSS AVENUE	31ST FLOOR	DALLAS	TX	75201-2761	13F COMBINATION REPORT	028-01006			Y	Numbers may vary slightly due to the report being generated with foreign securities that do not have a cusip.
0000021175-23-000069	30-SEP-2023	N							CNA FINANCIAL CORP	CNA	151 N. FRANKLIN	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-00346			Y	Assets reported herein are described as having shared investment discretion among Loews Corporation, CNA Financial Corporation, The Continental Corporation and Continental Casualty Company. Each of the foregoing entities specifically disclaims ownership of any securities in this report which are not beneficially owned by that entity and states that such assets are solely under the control of its board of directors. The characterization of shared investment discretion with parent holding companies is made solely as a consequence of SEC interpretations regarding control of the subsidiary through share ownership. As of 9/30/2023, Loews Corporation owned 91.7% of the outstanding shares of CNA Financial Corporation; CNA Financial Corporation owned 100% of the outstanding shares of The Continental Corporation; and The Continental Corporation owned 100% of the outstanding shares of Continental Casualty Company. Loews Corporation will report separately on securities over which it has investment discretion which are not part of this report.
0001104659-23-116910	30-SEP-2023	N							CROSBY Co OF NEW HAMPSHIRE LLC	11 Keewaydin Drive	Suite 100	Salem	NH	03079	13F HOLDINGS REPORT	028-15948			N	
0001306550-23-010347	30-SEP-2023								BlackRock Brasil Gestora de Investimentos Ltd.	55 EAST 52ND STREET		NEW YORK	NY	10055	13F NOTICE	028-15558			N	
0001567619-23-007682	30-SEP-2023								THORNBURG INVESTMENT MANAGEMENT INC	2300 NORTH RIDGETOP ROAD		SANTA FE	NM	87506-8361	13F HOLDINGS REPORT	028-06605			N	
0001736648-23-000005	30-SEP-2023								Campbell Wealth Management	330 JOHN CARLYLE STREET	SUITE 400	ALEXANDRIA	VA	22314	13F HOLDINGS REPORT	028-19262			N	
0001306550-23-010346	30-SEP-2023								BlackRock Asset Management Schweiz AG	BAHNHOFSTRASSE 39		ZURICH	V8	8001	13F NOTICE	028-17023			N	
0001104659-23-116907	30-SEP-2023	N							Atlas Venture Advisors, Inc.	56 WAREHAM STREET, FLOOR 3		BOSTON	MA	02118	13F HOLDINGS REPORT	028-19068			N	
0001104659-23-116906	30-SEP-2023	N							Vesey Street Capital Partners, L.L.C.	428 GREENWICH STREET		New York	NY	10013	13F HOLDINGS REPORT	028-21836			N	
0001421224-23-000008	30-SEP-2023								CIBC WORLD MARKET INC.	81 BAY STREET	CIBC SQUARE, CS26TH FLOOR	TORONTO	A6	M5J 0E7	13F HOLDINGS REPORT	028-12719			N	
0000899140-23-001050	30-SEP-2023	N							Spark Investment Management LLC	150 EAST 58TH STREET	26TH FLOOR	NEW YORK	NY	10155	13F HOLDINGS REPORT	028-15007	000160815	801-73079	N	
0001567619-23-007680	30-SEP-2023								CREDIT SUISSE AG/	PARADEPLATZ 8		ZURICH	V8	CH 8001	13F HOLDINGS REPORT	028-11379			N	
0001298088-23-000029	30-SEP-2023								CIBC National Trust Co	3290 NORTHSIDE PARKWAY	7TH FLOOR	ATLANTA	GA	30327	13F NOTICE	028-16143			N	
0001809494-23-000007	30-SEP-2023								Standard Family Office LLC	1601 E 69TH ST	SUITE 308	SIOUX FALLS	SD	57108	13F COMBINATION REPORT	028-20929	000301865	801-117264	N	
0000950123-23-010063	30-SEP-2023	N							Cavalane Holdings Pty Ltd	Level 13	167 Macquarie Street	Sydney	C3	NSW 2000	13F NOTICE	028-16261			N	
0001306550-23-010345	30-SEP-2023								BlackRock Asset Management North Asia Ltd	55 EAST 52ND STREET		NEW YORK	NY	10055	13F NOTICE	028-15566			N	
0001062993-23-020577	30-SEP-2023	N							Somerset Group LLC	15600 WAYZATA BLVD, STE 304		WAYZATA	MN	55391	13F HOLDINGS REPORT	028-15423			N	
0001298088-23-000028	30-SEP-2023								CIBC Private Wealth Advisors, Inc.	3290 NORTHSIDE PARKWAY	7TH FLOOR	ATLANTA	GA	30327	13F NOTICE	028-06467			N	
